CASE,SERIAL,REF,QUESTNNR,MODE,STARTED,U104,U105,U202_01,U203,U204,U204_01,U204_02,U204_03,U204_04,U204_05,U204_06,U204_07,U205,U205_01,U205_02,U205_03,U205_04,U205_05,U205_06,U205_07,U205_08,U205_09,U205_10,U206,U207,U208,U208_02,U208_03,U208_04,U208_05,U208_07,U208_08,U208_09,U208_10,U208_11,U208_12,U208_13,U208_14,U208_15,U208_16,U208_16a,U209,U210,U210_01,U210_02,U210_03,U210_04,U210_05,U210_06,U210_07,U210_08,U210_09,U210_10,U210_11,U210_12,U210_13,U210_16,U210_15,U210_14,U210_14a,U211,U212,U212_01,U212_02,U212_03,U212_04,U212_05,U212_06,U212_07,U212_08,U212_09,U212_10,U212_11,U212_12,U212_13,U212_14,U212_14a,U213,U213_02,U302_01,U302_02,U302_03,U303_01,U303_02,U303_03,U303_04,U303_05,U303_06,U304_01,U305_01,U402_01,U402_02,U402_03,U402_04,U402_05,U403_01,U403_02,U403_03,U403_04,U403_05,U403_06,U403_07,U403_08,U403_09,U403_10,U403_11,U403_12,U404_03,U404_04,U404_05,U404_06,U404_07,U405_01,U405_02,U405_03,U405_04,U502_01,U502_02,U502_03,U502_04,U502_05,U502_06,U503_01,U503_02,U503_03,U503_04,U503_05,U503_06,U504_01,U504_02,U504_03,U504_04,U504_05,U504_06,U504_07,U504_08,U504_09,U504_10,U504_11,U504_12,U504_13,U504_14,U504_15,U504_16,U504_17,U504_18,U602_01,U602_02,U602_03,U602_04,U602_05,U602_06,U602_07,U602_08,U602_09,U602_10,U602_11,U602_12,U602_13,U602_14,U602_15,U602_16,U603_01,U603_02,U603_03,U603_04,U603_05,U603_06,U603_07,U603_08,U603_09,U603_10,U603_11,U603_12,U603_14,U603_16,U603_17,U604_01,U604_02,U604_03,U604_04,U604_05,U604_06,U604_07,U604_08,U605_01,U605_02,U605_03,U605_04,U606,U607_01,U607_02,U607_03,U607_04,U607_05,U607_06,U607_07,U607_08,U607_09,U702_01,U702_02,U702_03,U702_04,U702_05,U702_06,U702_07,U702_08,U702_09,U702_10,U703_01,U703_02,U703_03,U703_04,U703_05,U703_06,U703_07,U703_08,U703_09,U703_10,U703_11,U703_12,U704_01,U704_02,U704_03,U704_04,U704_05,U704_06,U704_07,U704_08,U704_09,U705,U706_01_CN,U706_01_1,U706_01_2,U706_01_3,U706_01_4,U706_02_CN,U706_02_1,U706_02_2,U706_02_3,U706_02_4,U706_03_CN,U706_03_1,U706_03_2,U706_03_3,U706_03_4,U706_04_CN,U706_04_1,U706_04_2,U706_04_3,U706_04_4,U706_05_CN,U706_05_1,U706_05_2,U706_05_3,U706_05_4,U706_06_CN,U706_06_1,U706_06_2,U706_06_3,U706_06_4,U706_07_CN,U706_07_1,U706_07_2,U706_07_3,U706_07_4,U706_08_CN,U706_08_1,U706_08_2,U706_08_3,U706_08_4,U706_09_CN,U706_09_1,U706_09_2,U706_09_3,U706_09_4,U708_01,U710_01,U710_02,U710_03,TIME001,TIME002,TIME003,TIME004,TIME005,TIME006,TIME007,TIME008,TIME009,TIME010,TIME011,TIME012,TIME013,TIME014,TIME015,TIME016,TIME017,TIME018,TIME019,TIME020,TIME_SUM,MAILSENT,LASTDATA,FINISHED,Q_VIEWER,LASTPAGE,MAXPAGE,MISSING,MISSREL,TIME_RSI
205,NA,NA,US-01,interview,45605.051701388889,1,1,62,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,2,Mechanical Engineering,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,Mechanical Engineering,1,NA,9,3,8,25,2,0,0,0,0,12,1,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,3,4,3,4,3,4,2,4,2,4,2,4,2,4,4,5,2,3,4,1,2,2,4,5,3,4,4,1,2,4,3,4,4,4,5,2,5,5,3,4,4,4,4,4,4,3,3,3,2,1,1,3,3,2,2,3,4,1,3,1,3,2,3,2,1,4,2,2,5,4,4,4,2,4,2,5,4,1,2,4,2,2,1,5,1,5,1,1,1,1,5,5,4,1,1,3,2,1,1,2,1,3,2,2,3,3,5,3,5,4,4,3,4,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,2,2,2,1,1,2,2,2,1,1,2,2,2,1,1,2,2,2,1,1,0,1,1,1,1,NA,2,0,0,33,18,220,190,177,294,127,50,102,61,90,132,37,99,97,8,127,6,NA,NA,1868,NA,45605.073321759257,1,0,18,18,1,0,0.64
210,NA,NA,US-01,interview,45605.116099537037,1,1,62,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,88,3,10,10,0,3,0,NA,NA,12,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,5,5,5,4,5,4,1,2,1,2,1,2,3,3,4,2,4,3,2,3,2,2,3,4,4,2,4,4,1,2,5,5,5,5,4,5,1,1,1,2,4,3,4,5,5,5,3,4,4,3,3,3,4,3,2,2,4,4,4,3,3,4,3,4,4,1,1,1,3,3,4,2,3,2,5,1,5,3,1,2,4,2,2,1,5,2,5,1,2,1,1,4,5,4,2,2,4,2,1,1,1,2,2,1,1,3,1,2,3,3,3,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,26,33,133,130,234,8226,53,211,119,100,120,43,83,63,10,NA,12,NA,NA,1517,NA,45605.228067129632,1,0,18,18,1,1,0.64
215,NA,NA,US-01,interview,45605.620358796295,1,1,51,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,NA,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,NA,NA,1,NA,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,NA,1,NA,7,0,0,80,0,0,0,0,0,5,10,2,2,2,2,2,3,2,4,4,2,2,3,3,2,1,1,4,2,2,1,2,1,2,1,1,1,5,4,4,5,4,4,4,2,3,4,4,2,5,5,5,5,5,4,2,5,3,3,2,5,2,3,4,2,4,3,5,5,5,5,5,3,1,1,1,5,5,5,5,5,5,5,3,3,3,2,2,1,3,3,3,2,3,3,1,3,1,5,3,5,5,1,1,1,1,5,5,4,4,2,4,2,5,4,1,2,5,2,2,4,4,2,2,4,4,5,4,5,2,2,-1,-1,4,2,4,3,5,3,4,5,5,5,1,5,3,-1,3,1,2,3,1,2,1,2,2,1,0,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,2,1,2,2,1,1,1,1,1,2,0,1,1,1,1,NA,2,3,0,8,21,34,351,72,91,45,22,60,22,41,66,30,53,32,6,73,2,NA,NA,1029,NA,45605.632268518515,1,0,18,18,2,0,14246
222,NA,NA,US-01,interview,45605.66165509259,1,1,59,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,NA,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,NA,NA,1,NA,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,NA,1,NA,1,1,0,10,0,4,0,0,1,10,1,1,1,1,2,2,4,2,4,4,2,2,4,4,2,2,4,4,2,2,1,2,2,1,1,1,2,5,5,5,5,5,5,5,2,5,2,5,2,5,5,5,3,5,3,5,5,1,5,5,5,3,1,5,3,1,1,5,5,5,5,5,3,3,3,3,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,2,2,2,3,5,5,5,5,2,5,5,1,1,5,5,1,5,5,1,5,1,5,1,1,1,1,1,5,5,1,1,5,1,5,5,1,1,1,1,1,5,5,5,5,5,5,5,5,5,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,0,1,1,1,1,NA,1,1,0,22,25,43,186,106,111,88,56,101,55,72,119,29,63,415,21,43,4,NA,NA,1185,NA,45605.679699074077,1,0,18,18,1,0,0.86
225,NA,NA,US-01,interview,45605.700011574074,1,1,34,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,NA,NA,1,NA,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,NA,1,NA,6,0,0,35,0,4,0,0,0,0,3,2,3,2,3,2,3,2,3,3,3,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,4,2,4,2,2,2,4,4,5,3,4,2,1,5,1,1,1,5,5,1,5,5,1,1,5,4,5,5,4,3,1,1,1,4,4,3,5,5,5,5,3,3,3,4,4,4,4,4,1,1,3,4,1,4,3,4,4,4,4,1,1,1,3,3,4,4,3,1,5,1,5,5,1,1,5,1,1,2,4,4,4,2,2,2,2,4,4,4,4,4,5,4,3,3,1,3,4,4,3,2,3,4,4,4,4,1,3,3,1,4,2,2,2,2,4,2,2,2,2,4,2,2,2,2,4,2,2,2,2,4,2,2,2,2,4,2,2,2,2,4,2,2,2,2,4,2,2,2,2,0,1,1,1,1,NA,8,3,0,27,17,49,471,139,246,182,66,143,85,64,98,80,88,97,4,156,3,NA,NA,1920,NA,45605.723333333335,1,0,18,18,1,0,0.74
229,NA,NA,US-01,interview,45605.852488425924,1,1,35,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,NA,NA,1,NA,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,NA,1,NA,4,6,10,10,1,6,1,0,0,8,2,2,4,3,5,1,2,3,3,2,4,3,2,2,3,1,1,2,4,3,1,2,2,4,2,2,1,4,5,4,5,4,3,4,2,4,2,3,2,4,4,5,4,2,4,1,5,3,3,1,5,4,2,5,4,3,3,4,4,4,4,4,3,2,1,1,3,4,3,4,4,4,4,3,3,2,4,3,4,4,4,2,2,3,4,2,4,2,4,5,4,5,1,1,1,3,4,4,4,4,1,4,2,5,4,1,2,3,2,3,2,4,4,5,1,3,4,1,4,4,5,2,1,4,1,4,2,2,3,4,4,1,3,2,3,4,3,3,-1,2,3,1,4,2,2,2,2,4,2,2,2,2,3,2,2,2,1,3,2,2,2,1,3,2,2,2,1,3,2,2,2,1,3,2,1,2,2,2,2,1,1,2,0,1,1,1,1,NA,10,5,1,12,9,16,85,125,232,67,104,190,40,96,133,56,87,79,4,340,5,NA,NA,1401,NA,45605.871932870374,1,0,18,18,1,0,45658
230,NA,NA,US-01,interview,45605.990486111114,1,1,45,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,2,Polymer Science,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,NA,1,NA,9,0,12,25,0,10,5,0,2,12,1,3,2,2,2,2,3,2,4,4,2,1,3,3,2,1,1,4,1,2,1,2,1,1,1,1,1,1,5,3,5,3,5,4,2,4,2,4,1,5,5,5,3,4,1,3,5,3,3,3,4,4,1,5,4,3,2,5,5,5,5,5,2,1,1,1,4,5,5,5,5,5,5,3,3,3,4,3,3,4,3,2,2,2,3,2,3,2,5,5,5,5,1,1,1,2,5,5,5,5,2,5,1,5,5,1,1,5,1,1,5,1,1,1,5,3,5,3,3,1,5,1,1,3,1,3,5,5,5,5,5,5,1,1,5,5,2,1,3,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,0,1,1,1,1,NA,3,3,0,24,22,49,75,54,113,48,22,63,26,56,69,31,58,36,8,36,4,NA,NA,794,NA,45605.9996875,1,0,18,18,1,0,45292
233,NA,NA,US-01,interview,45606.566342592596,1,1,42,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,3,3,1,0,0,10,0,0,2,2,6,4,4,3,3,3,3,2,2,2,3,3,1,2,2,3,3,2,2,1,1,2,2,3,3,3,2,5,5,5,4,4,4,3,3,3,4,3,4,4,4,5,3,4,4,2,3,4,3,1,4,2,5,5,5,4,3,5,5,5,5,5,4,1,1,1,4,5,5,5,5,5,5,4,4,4,3,3,4,4,4,2,2,4,4,1,4,2,4,4,4,4,2,1,1,3,2,2,2,2,2,5,1,5,4,1,2,5,1,1,1,5,4,5,1,1,1,1,5,5,5,1,1,5,1,1,1,2,1,1,1,1,1,2,1,2,3,4,4,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,17,57,74,76,129,73,32,91,35,61,101,26,61,35,6,NA,2,NA,NA,889,NA,45606.576631944445,1,0,18,18,0,0,42736
302,NA,NA,US-01,interview,45607.614027777781,1,1,33,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,2,Engineering Science,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,Mechanical Engineering,1,NA,6,3,10,2,0,5,1,0,0,5,2,2,3,2,3,2,2,2,3,2,1,2,3,3,1,2,1,3,2,1,1,2,1,2,1,1,1,4,5,4,5,3,4,4,1,4,2,4,1,5,3,5,4,4,4,2,1,2,1,2,5,3,4,5,3,2,1,4,5,5,3,3,2,1,2,1,4,4,4,4,4,4,4,3,4,3,3,3,3,3,4,2,2,3,4,1,3,2,3,3,2,4,1,1,1,3,3,4,5,4,1,4,2,5,3,1,3,4,3,2,1,4,2,4,2,3,4,3,5,4,4,1,1,4,3,4,4,2,1,3,4,3,3,1,1,3,4,3,1,3,4,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,1,0,1,1,1,1,0,1,1,1,1,NA,0,1,0,269,27,71,8164,187733,194,68,29,100,28,83,204,33,66095,126,5,67,2,NA,NA,1305,NA,45610.661458333336,1,0,18,18,3,2,0.74
304,NA,NA,US-01,interview,45607.635127314818,1,1,44,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,5,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,3,3,5,0,0,6,0,0,2,20,3,4,4,3,5,3,2,4,2,3,4,2,2,3,3,2,2,2,4,3,2,2,4,4,3,2,2,3,5,4,4,4,3,3,2,2,3,4,3,4,4,5,3,4,3,4,3,4,3,3,5,4,2,4,4,4,3,5,4,5,4,4,3,1,1,1,4,3,3,5,5,5,5,3,4,3,4,3,4,3,3,3,3,4,4,1,3,2,4,4,4,4,1,1,1,1,5,4,4,5,2,4,2,5,4,1,2,5,2,1,1,4,4,5,1,2,1,1,5,5,4,2,-1,-1,2,1,2,2,2,3,4,4,5,3,4,4,5,4,4,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,19,61,65,53,128,47,26,62,32,47,79,22,46,31,5,NA,5,NA,NA,741,NA,45607.643703703703,1,0,18,18,0,0,11324
309,NA,NA,US-01,interview,45607.643171296295,1,1,32,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,NA,NA,1,NA,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,NA,2,UK,85,0,35,22,0,9,0,0,0,8,3,3,4,3,4,2,2,2,3,3,3,2,2,2,2,2,1,2,2,2,1,2,1,2,1,1,1,4,5,4,3,5,5,4,2,4,2,3,2,4,4,4,4,4,4,2,3,3,2,2,4,3,3,4,4,2,2,5,4,5,4,4,4,2,1,1,4,3,3,5,5,5,5,3,4,3,4,3,4,4,3,3,2,3,4,1,3,2,4,4,4,4,1,2,1,1,5,5,5,5,2,5,1,4,4,1,2,5,2,1,1,5,3,4,1,1,1,2,5,5,4,3,2,4,1,2,1,1,1,1,2,3,3,2,5,5,5,4,1,3,4,1,2,2,1,2,1,2,2,1,2,1,2,2,1,2,1,2,2,1,2,1,2,2,1,2,1,2,2,1,2,1,2,2,1,2,1,2,2,1,2,1,0,1,1,1,1,NA,2,2,0,55,32,69,386,185,390,124,71,219,72,120,145,63,123,75,12,130,12,NA,NA,2283,NA,45607.669594907406,1,0,18,18,1,0,0.5
316,NA,NA,US-01,interview,45607.66710648148,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,45607.667384259257,1,0,1,1,0,0,0.92
319,NA,NA,US-01,interview,45607.673321759263,1,1,56,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,NA,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,NA,NA,1,NA,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,NA,1,NA,3,3,10,2,0,7,1,0,0,1,1,2,2,1,3,2,2,1,2,2,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,3,3,2,3,4,4,5,1,1,1,5,1,1,1,4,2,3,3,2,4,2,5,1,5,4,3,5,5,2,4,5,5,5,3,5,3,1,1,1,4,5,4,5,5,5,5,2,2,2,1,1,1,4,4,4,1,3,4,2,4,1,5,5,5,5,2,3,2,3,2,2,2,2,2,4,2,4,3,2,3,4,3,3,2,5,5,5,3,1,2,2,5,4,5,1,1,5,1,1,1,5,1,1,1,1,3,3,-1,5,5,3,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,23,34,83,84,172,67,40,99,48,60,95,32,75,45,6,NA,2,NA,NA,976,NA,45607.684629629628,1,0,18,18,0,0,45962
325,NA,NA,US-01,interview,45607.701724537037,1,1,65,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,NA,NA,1,NA,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,NA,2,Uk,NA,NA,NA,100,2,2,NA,NA,4,5,2,3,3,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-9,5,5,5,4,5,3,1,1,1,5,5,5,4,3,4,4,2,3,1,2,3,3,1,3,2,3,1,-9,4,3,4,5,4,4,4,1,1,1,1,3,4,3,4,1,1,5,5,1,-9,5,1,1,1,3,3,4,2,4,3,-9,3,3,3,3,3,4,3,3,3,3,3,2,3,3,3,3,2,3,3,2,2,3,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,NA,2,3,NA,14,24,40,62,122,218,132,45,95,53,46,29,14,20,17,4,36,2,NA,NA,973,NA,45607.71298611111,1,0,18,18,6,6,45778
326,NA,NA,US-01,interview,45607.702951388892,1,1,38,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,4,3,1,1,2,1,2,1,1,1,1,1,2,1,1,1,NA,1,NA,3,3,6,0,1,8,0,0,0,12,1,4,4,4,4,4,3,3,2,2,3,3,2,2,3,2,1,2,3,3,1,4,3,3,1,3,3,2,2,1,3,2,2,3,2,4,3,4,3,2,3,3,1,3,2,2,2,4,5,2,4,2,1,3,2,3,4,5,4,4,4,4,3,1,1,1,3,4,3,4,4,4,4,3,3,3,3,3,3,3,4,2,2,3,4,1,3,2,3,3,3,4,2,3,2,3,4,4,3,4,2,4,2,4,3,2,2,4,3,2,2,4,4,4,2,1,3,2,5,5,4,2,-1,4,-1,1,1,1,2,1,2,1,3,2,2,4,4,-1,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,19,71,91,52,149,58,27,79,109,61,179,27,74,174,8,NA,4,NA,NA,1208,NA,45607.716932870368,1,0,18,18,0,0,0.94
330,NA,NA,US-01,interview,45607.734942129631,1,1,47,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,NA,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,NA,NA,1,NA,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,NA,1,NA,7,0,20,5,0,5,2,0,0,5,2,2,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,1,2,1,1,1,4,5,4,4,5,5,5,2,5,1,4,2,4,4,5,3,4,3,2,3,2,3,2,4,4,2,4,4,2,3,5,4,5,4,4,4,1,1,1,4,4,4,3,3,4,3,3,3,2,3,2,2,3,3,3,2,3,4,1,3,2,2,2,4,4,1,1,1,3,3,4,3,3,2,5,1,5,3,2,2,4,3,3,1,4,3,5,1,2,1,2,5,4,5,1,1,4,1,1,1,1,1,1,3,2,5,3,2,2,5,5,5,1,5,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,0,1,1,1,1,NA,3,0,0,7,13,30,59,45,93,42,23,69,34,42,55,26,35,26,5,42,4,NA,NA,650,NA,45607.742465277777,1,0,18,18,1,0,45809
335,NA,NA,US-01,interview,45607.776458333334,1,1,63,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,5,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,"Concering the rankings in the PDF link for the previous question, for institutions ranked >14 for Materials Science, they are listed in strict alphabetical order.  This seems highly unlikely.",1,NA,3,3,4,4,0,3,1,0,1,10,3,2,2,2,2,2,3,1,3,3,1,1,3,3,1,1,1,3,1,1,1,1,1,1,1,1,1,4,4,4,3,4,4,4,2,2,2,4,2,4,3,4,2,2,1,1,4,1,1,3,3,2,1,4,3,1,1,4,4,4,4,4,4,2,2,2,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,4,4,4,4,2,2,2,3,3,3,3,3,2,4,2,4,4,2,2,4,2,2,1,5,3,5,1,1,2,2,5,5,5,1,1,5,1,1,1,1,1,1,1,1,4,4,3,3,4,4,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,21,201,71,29,44,44,17,51,13,26,42,23,26,19,4,NA,2,NA,NA,647,NA,45607.783946759257,1,0,18,18,0,0,32143
